Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Microsatellite instability in sporadic-colon-cancer patients with and without liver metastases.","/pubmed/9291442","Chen WS, Chen JY, Liu JM, Lin WC, King KL, Whang-Peng J, Yang WK.","Int J Cancer. 1997 Aug 22;74(4):470-4.","Int J Cancer.  1997","PubMed","citation","PMID:9291442","pubmed","9291442","create date:1997/08/22 | first author:Chen WS",
"Factors influencing incidence and extension of metachronous liver metastases of colorectal adenocarcinoma. A multivariate analysis.","/pubmed/9261599","Secco GB, Fardelli R, Gianquinto D, Bonfante P, Baldi E, Campora E.","Hepatogastroenterology. 1997 Jul-Aug;44(16):1057-62.","Hepatogastroenterology.  1997","PubMed","citation","PMID:9261599","pubmed","9261599","create date:1997/07/01 | first author:Secco GB",
"The aetiology and management of hepatic metastases.","/pubmed/9236603","Hugh TJ, Poston GJ.","Aust N Z J Surg. 1997 Jul;67(7):400-9. Review.","Aust N Z J Surg.  1997","PubMed","citation","PMID:9236603","pubmed","9236603","create date:1997/07/01 | first author:Hugh TJ",
"[Brain metastases of colon and rectum carcinomas].","/pubmed/9206902","Nieder C, Niewald M, Schnabel K.","Wien Klin Wochenschr. 1997 Apr 11;109(7):239-43. German. ","Wien Klin Wochenschr.  1997","PubMed","citation","PMID:9206902","pubmed","9206902","create date:1997/04/11 | first author:Nieder C",
"Regional adjuvant chemotherapy after partial hepatectomy for metastatic colorectal carcinoma.","/pubmed/9151928","Nonami T, Takeuchi Y, Yasui M, Kurokawa T, Taniguch K, Harada A, Nakao A, Takagi H.","Semin Oncol. 1997 Apr;24(2 Suppl 6):S6-130-S6-134.","Semin Oncol.  1997","PubMed","citation","PMID:9151928","pubmed","9151928","create date:1997/04/01 | first author:Nonami T",
"Management strategies for colorectal liver metastases--Part I.","/pubmed/9364658","Hugh TJ, Kinsella AR, Poston GJ.","Surg Oncol. 1997;6(1):19-30. Review.","Surg Oncol.  1997","PubMed","citation","PMID:9364658","pubmed","9364658","create date:1997/01/01 | first author:Hugh TJ",
"[Preoperative evaluation of cancers of the rectum].","/pubmed/9309885","Detry R, Kartheuser A.","Ann Chir. 1997;51(1):32-5. French. ","Ann Chir.  1997","PubMed","citation","PMID:9309885","pubmed","9309885","create date:1997/01/01 | first author:Detry R",
"Differences in AgNOR quantity between colorectal cancer and corresponding metastases: are they useful for prognostic purposes?","/pubmed/9271703","Giuffrè G, Barresi G, Speciale G, Sarnelli R, Gioffrè Florio MA, Tuccari G.","Eur J Histochem. 1997;41(2):111-8.","Eur J Histochem.  1997","PubMed","citation","PMID:9271703","pubmed","9271703","create date:1997/01/01 | first author:Giuffrè G",
"Distal intramural spread in adenocarcinoma of the lower third of the rectum treated with total rectal resection and coloanal anastomosis.","/pubmed/9102256","Andreola S, Leo E, Belli F, Lavarino C, Bufalino R, Tomasic G, Baldini MT, Valvo F, Navarria P, Lombardi F.","Dis Colon Rectum. 1997 Jan;40(1):25-9.","Dis Colon Rectum.  1997","PubMed","citation","PMID:9102256","pubmed","9102256","create date:1997/01/01 | first author:Andreola S",
"Orthotopic xenografts of human pancreatic carcinomas acquire genetic aberrations during dissemination in nude mice.","/pubmed/8971180","Reyes G, Villanueva A, García C, Sancho FJ, Piulats J, Lluís F, Capellá G.","Cancer Res. 1996 Dec 15;56(24):5713-9.","Cancer Res.  1996","PubMed","citation","PMID:8971180","pubmed","8971180","create date:1996/12/15 | first author:Reyes G",
"[Undifferentiated small cell carcinoma (oat-cell type) of the colon. Prognostic and therapeutic implications].","/pubmed/8962757","Acea Nebril B, Bouso Montero M, Arnal Monreal F, Gómez Freijoso C, Sánchez González F, Freire Rodríguez D.","Rev Esp Enferm Dig. 1996 Aug;88(8):533-8. Review. Spanish. ","Rev Esp Enferm Dig.  1996","PubMed","citation","PMID:8962757","pubmed","8962757","create date:1996/08/01 | first author:Acea Nebril B",
"Resection of liver metastases from colorectal cancer: are there any truly significant clinical prognosticators?","/pubmed/8756838","Wang JY, Chiang JM, Jeng LB, Changchien CR, Chen JS, Hsu KC.","Dis Colon Rectum. 1996 Aug;39(8):847-51.","Dis Colon Rectum.  1996","PubMed","citation","PMID:8756838","pubmed","8756838","create date:1996/08/01 | first author:Wang JY",
"Prospective study of microscopic lymph node involvement of the hepatic pedicle during curative hepatectomy for colorectal metastases.","/pubmed/8813780","Elias D, Saric J, Jaeck D, Arnaud JP, Gayet B, Rivoire M, Lorimier G, Carles J, Lasser P.","Br J Surg. 1996 Jul;83(7):942-5.","Br J Surg.  1996","PubMed","citation","PMID:8813780","pubmed","8813780","create date:1996/07/01 | first author:Elias D",
"Surgery for lung metastases from colorectal cancer: analysis of prognostic factors.","/pubmed/8683235","Girard P, Ducreux M, Baldeyrou P, Rougier P, Le Chevalier T, Bougaran J, Lasser P, Gayet B, Ruffié P, Grunenwald D.","J Clin Oncol. 1996 Jul;14(7):2047-53.","J Clin Oncol.  1996","PubMed","citation","PMID:8683235","pubmed","8683235","create date:1996/07/01 | first author:Girard P",
"[Delay in the diagnosis of colon cancer, associated with staging and prognosis. A retrospective study from Landspitalinn University Hospital 1980-1992.].","/pubmed/20065436","Masdottir S, Gudbjartsson T, Jonsson T, Magnusson J.","Laeknabladid. 1996 Jun;82(6):450-9. Icelandic. ","Laeknabladid.  1996","PubMed","citation","PMID:20065436","pubmed","20065436","create date:1996/06/01 | first author:Masdottir S",
"Adjuvant hepatic arterial IL-2 and MMC, 5-FU after curative resection of colorectal liver metastases.","/pubmed/8799416","Okuno K, Shigeoka H, Lee YS, Son E, Kayama H, Nakai T, Koh K, Yasutomi M.","Hepatogastroenterology. 1996 May-Jun;43(9):688-91.","Hepatogastroenterology.  1996","PubMed","citation","PMID:8799416","pubmed","8799416","create date:1996/05/01 | first author:Okuno K",
"Double cancer in a 74-year-old woman: a case report with genetic findings.","/pubmed/8804161","Katada F, Murakami K, Uzuki M, Horii A.","Tohoku J Exp Med. 1996 Apr;178(4):437-45.","Tohoku J Exp Med.  1996","PubMed","citation","PMID:8804161","pubmed","8804161","create date:1996/04/01 | first author:Katada F",
"[Prognostic factors in local-regional recurrences of colorectal neoplasms].","/pubmed/8929041","Coco C, Cogliandolo S, Carbone L, Mattana C, Coppola R, Masetti R, Magistrelli P, Picciocchi A.","Ann Ital Chir. 1996 Mar-Apr;67(2):239-43. Italian. ","Ann Ital Chir.  1996","PubMed","citation","PMID:8929041","pubmed","8929041","create date:1996/03/01 | first author:Coco C",
"C-KI-RAS activation and the biological behaviour of proximal and distal colonic adenocarcinomas.","/pubmed/8814697","Elnatan J, Goh HS, Smith DR.","Eur J Cancer. 1996 Mar;32A(3):491-7.","Eur J Cancer.  1996","PubMed","citation","PMID:8814697","pubmed","8814697","create date:1996/03/01 | first author:Elnatan J",
"Patient selection for hepatic resection of colorectal metastases.","/pubmed/8611099","Wanebo HJ, Chu QD, Vezeridis MP, Soderberg C.","Arch Surg. 1996 Mar;131(3):322-9.","Arch Surg.  1996","PubMed","citation","PMID:8611099","pubmed","8611099","create date:1996/03/01 | first author:Wanebo HJ",
"Prognostic significance of CCND1 (cyclin D1) overexpression in primary resected non-small-cell lung cancer.","/pubmed/8562333","Betticher DC, Heighway J, Hasleton PS, Altermatt HJ, Ryder WD, Cerny T, Thatcher N.","Br J Cancer. 1996 Feb;73(3):294-300.","Br J Cancer.  1996","PubMed","citation","PMID:8562333 | PMCID:PMC2074441","pubmed","8562333","create date:1996/02/01 | first author:Betticher DC",
"[Surgical resection of colorectal liver metastases: Gold standard for solitary and radically resectable lesions].","/pubmed/8963836","Scheele J, Altendorf-Hofmann A, Stangl R, Schmidt K.","Swiss Surg. 1996;Suppl 4:4-17. German. ","Swiss Surg.  1996","PubMed","citation","PMID:8963836","pubmed","8963836","create date:1996/01/01 | first author:Scheele J",
"Hepatic cryosurgery for metastatic colorectal carcinoma.","/pubmed/8628709","Brandt BT, DeAntonio P, Dezort MA, Eyman LM.","Oncol Nurs Forum. 1996 Jan-Feb;23(1):29-36; quiz 37-8. Review.","Oncol Nurs Forum.  1996","PubMed","citation","PMID:8628709","pubmed","8628709","create date:1996/01/01 | first author:Brandt BT",
"Prospective study of prognostic factors in patients with unresected hepatic metastases from colorectal cancer. Fondation Française de Cancérologie Digestive.","/pubmed/7489177","Rougier P, Milan C, Lazorthes F, Fourtanier G, Partensky C, Baumel H, Faivre J.","Br J Surg. 1995 Oct;82(10):1397-400.","Br J Surg.  1995","PubMed","citation","PMID:7489177","pubmed","7489177","create date:1995/10/01 | first author:Rougier P",
"[One-stage curative treatment of neoplastic colonic obstruction: long-term results, comparison with elective surgery and therapeutic implications].","/pubmed/8948807","Carraro PS, Costanzi A, Segala M, Braga M, Montagnolo G, Tiberio G.","Ann Ital Chir. 1995 Sep-Oct;66(5):685-94. Italian. ","Ann Ital Chir.  1995","PubMed","citation","PMID:8948807","pubmed","8948807","create date:1995/09/01 | first author:Carraro PS",
"Influence of local peritoneal involvement on pelvic recurrence and prognosis in rectal cancer.","/pubmed/7490320","Shepherd NA, Baxter KJ, Love SB.","J Clin Pathol. 1995 Sep;48(9):849-55.","J Clin Pathol.  1995","PubMed","citation","PMID:7490320 | PMCID:PMC502875","pubmed","7490320","create date:1995/09/01 | first author:Shepherd NA",
"Management and prognosis of adenocarcinoma of the appendix.","/pubmed/7634979","Cortina R, McCormick J, Kolm P, Perry RR.","Dis Colon Rectum. 1995 Aug;38(8):848-52.","Dis Colon Rectum.  1995","PubMed","citation","PMID:7634979","pubmed","7634979","create date:1995/08/01 | first author:Cortina R",
"[Lung metastases from colorectal cancer: results of surgery].","/pubmed/7667230","Girard P, Baldeyrou P, Grunenwald D.","Presse Med. 1995 Jun 17;24(22):1028-32. Review. French. ","Presse Med.  1995","PubMed","citation","PMID:7667230","pubmed","7667230","create date:1995/06/17 | first author:Girard P",
"Hepatic resection for colorectal liver metastases.","/pubmed/7733553","Hananel N, Garzon J, Gordon PH.","Am Surg. 1995 May;61(5):444-7.","Am Surg.  1995","PubMed","citation","PMID:7733553","pubmed","7733553","create date:1995/05/01 | first author:Hananel N",
"Prognostic factors of rectum carcinoma--experience of the German Multicentre Study SGCRC. German Study Group Colo-Rectal Carcinoma.","/pubmed/7571056","Hermanek P, Wiebelt H, Staimmer D, Riedl S.","Tumori. 1995 May-Jun;81(3 Suppl):60-4.","Tumori.  1995","PubMed","citation","PMID:7571056","pubmed","7571056","create date:1995/05/01 | first author:Hermanek P",
"Surgical treatment of carcinoma of the proximal esophagus.","/pubmed/7535016","Marmuse JP, Koka VN, Guedon C, Benhamou G.","Am J Surg. 1995 Apr;169(4):386-90.","Am J Surg.  1995","PubMed","citation","PMID:7535016","pubmed","7535016","create date:1995/04/01 | first author:Marmuse JP",
"Repeat liver resections from colorectal metastasis. Repeat Hepatic Metastases Registry.","/pubmed/7878536","Fernández-Trigo V, Shamsa F, Sugarbaker PH.","Surgery. 1995 Mar;117(3):296-304.","Surgery.  1995","PubMed","citation","PMID:7878536","pubmed","7878536","create date:1995/03/01 | first author:Fernández-Trigo V",
"Liver resection for colorectal liver metastases.","/pubmed/7851549","Scott S, Carty N, Anderson L, Taylor I.","Eur J Surg Oncol. 1995 Feb;21(1):33-5.","Eur J Surg Oncol.  1995","PubMed","citation","PMID:7851549","pubmed","7851549","create date:1995/02/01 | first author:Scott S",
"Cryosurgical ablation of hepatic neoplasms.","/pubmed/21400416","Gorski MJ, Deziel DJ, Staren ED.","Surg Technol Int. 1995;IV:85-90.","Surg Technol Int.  1995","PubMed","citation","PMID:21400416","pubmed","21400416","create date:1995/01/01 | first author:Gorski MJ",
"A pilot study of adjuvant hepatic arterial infusion chemotherapy, associating 5-fluorouracil and leucovorin, after resection of colorectal cancer liver metastases.","/pubmed/8809954","Porte H, De Moulins H, Gambiez L, Wurtz A, Quandalle P.","Surg Oncol. 1995;4(6):317-22.","Surg Oncol.  1995","PubMed","citation","PMID:8809954","pubmed","8809954","create date:1995/01/01 | first author:Porte H",
"Primary gastrointestinal sarcomas: analysis of prognostic variables.","/pubmed/7834450","Conlon KC, Casper ES, Brennan MF.","Ann Surg Oncol. 1995 Jan;2(1):26-31.","Ann Surg Oncol.  1995","PubMed","citation","PMID:7834450","pubmed","7834450","create date:1995/01/01 | first author:Conlon KC",
"[Results of resection and adjuvant therapy of liver metastases of primary colorectal tumors--a review of the literature].","/pubmed/7502591","Lorenz M, Staib-Sebler E, Rossion I, Koch B, Gog C, Encke A.","Zentralbl Chir. 1995;120(10):769-79. Review. German. ","Zentralbl Chir.  1995","PubMed","citation","PMID:7502591","pubmed","7502591","create date:1995/01/01 | first author:Lorenz M",
"Helix pomatia agglutinin binding is a useful prognostic indicator in colorectal carcinoma.","/pubmed/7982174","Schumacher U, Higgs D, Loizidou M, Pickering R, Leathem A, Taylor I.","Cancer. 1994 Dec 15;74(12):3104-7.","Cancer.  1994","PubMed","citation","PMID:7982174","pubmed","7982174","create date:1994/12/15 | first author:Schumacher U",
"Prognostic significance of preoperative serum CA 19.9 assay in patients with colorectal carcinoma.","/pubmed/7872725","Diez M, Cerdán FJ, Pollán M, Maestro ML, Ortega MD, Martínez S, Moreno G, Balibrea JL.","Anticancer Res. 1994 Nov-Dec;14(6B):2819-25.","Anticancer Res.  1994","PubMed","citation","PMID:7872725","pubmed","7872725","create date:1994/11/01 | first author:Diez M",
"Experience in hepatic resection for metastatic colorectal cancer: analysis of clinical and pathologic risk factors.","/pubmed/7940169","Gayowski TJ, Iwatsuki S, Madariaga JR, Selby R, Todo S, Irish W, Starzl TE.","Surgery. 1994 Oct;116(4):703-10; discussion 710-1.","Surgery.  1994","PubMed","citation","PMID:7940169 | PMCID:PMC2967179","pubmed","7940169","create date:1994/10/01 | first author:Gayowski TJ",
"A phase II study of regional 5-fluorouracil infusion with intravenous folinic acid for colorectal liver metastases.","/pubmed/7917917","Warren HW, Anderson JH, O'Gorman P, Kane E, Kerr DJ, Cooke TG, McArdle CS.","Br J Cancer. 1994 Oct;70(4):677-80.","Br J Cancer.  1994","PubMed","citation","PMID:7917917 | PMCID:PMC2033427","pubmed","7917917","create date:1994/10/01 | first author:Warren HW",
"[Clinical significance of flow cytometric DNA analysis in metastatic lymph node of colorectal cancer].","/pubmed/8203929","Ando Y, Tsuchiya A, Katagata N, Kanazawa M, Watanabe F, Sato H, Kikuchi Y, Yoshida T, Abe R.","Gan To Kagaku Ryoho. 1994 May;21 Suppl 1:41-6. Japanese. ","Gan To Kagaku Ryoho.  1994","PubMed","citation","PMID:8203929","pubmed","8203929","create date:1994/05/01 | first author:Ando Y",
"Pre- and postoperative carcinoembryonic antigen determinations in hepatic resection for colorectal metastases. Predictive value and implications for adjuvant treatment based on multivariate analysis.","/pubmed/8129484","Hohenberger P, Schlag PM, Gerneth T, Herfarth C.","Ann Surg. 1994 Feb;219(2):135-43.","Ann Surg.  1994","PubMed","citation","PMID:8129484 | PMCID:PMC1243115","pubmed","8129484","create date:1994/02/01 | first author:Hohenberger P",
"Residual tumor (R) classification and prognosis.","/pubmed/8115781","Hermanek P, Wittekind C.","Semin Surg Oncol. 1994 Jan-Feb;10(1):12-20.","Semin Surg Oncol.  1994","PubMed","citation","PMID:8115781","pubmed","8115781","create date:1994/01/01 | first author:Hermanek P",
"[Prognosis and immunomorphological characteristics in rectal cancer: results of a multivariate analysis].","/pubmed/7978753","Di Giorgio A, Botti C, Mingazzini P, Arnone P, Canavese A, Cardini C, Consolo S, Zerilli M, Alessandrina A.","Ann Ital Chir. 1994 Jan-Feb;65(1):99-104. Italian. ","Ann Ital Chir.  1994","PubMed","citation","PMID:7978753","pubmed","7978753","create date:1994/01/01 | first author:Di Giorgio A",
"Adjuvant hepatic arterial infusion chemotherapy after curative resection of colorectal liver metastases.","/pubmed/8273861","Curley SA, Roh MS, Chase JL, Hohn DC.","Am J Surg. 1993 Dec;166(6):743-6; discussion 746-8.","Am J Surg.  1993","PubMed","citation","PMID:8273861","pubmed","8273861","create date:1993/12/01 | first author:Curley SA",
"Mutation analysis of K-ras oncogenes in gastroenterologic cancers by the amplified created restriction sites method.","/pubmed/8249918","Lin SY, Chen PH, Wang CK, Liu JD, Siauw CP, Chen YJ, Yang MJ, Liu MH, Chen TC, Chang JG.","Am J Clin Pathol. 1993 Dec;100(6):686-9.","Am J Clin Pathol.  1993","PubMed","citation","PMID:8249918","pubmed","8249918","create date:1993/12/01 | first author:Lin SY",
