Title,Description,ShortDetails,Identifiers,EntrezUID
[Perioperative morbidity and mortality of colon resection in colonic carcinoma].,"Messmer P, Thöni F, Ackermann C, Herzog U, Schuppisser JP, Tondelli P.",Schweiz Med Wochenschr.  1992,PMID:1626249,1626249
Multivariate analysis of morbidity and mortality from the initial surgical management of obstructing carcinoma of the colon.,"Leitman IM, Sullivan JD, Brams D, DeCosse JJ.",Surg Gynecol Obstet.  1992,PMID:1595029,1595029
[Colorectal cancer before 45 years of age].,"Calmès JM, Givel JC.",Helv Chir Acta.  1992,PMID:1644606,1644606
[Clinical use of a new compression surgical stapler in surgery of the large intestine].,"Rosati R, Rebuffat C, Fumagalli U, Montorsi M, Olivari N, Salvaneschi S, Roviaro G, Pezzuoli G.",G Chir.  1992,PMID:1637632,1637632
Hartmann's procedure for carcinoma of the rectum and sigmoid colon.,"Adams WJ, Mann LJ, Bokey EL, Chapuis PH, Koorey SG, Hughes WJ.",Aust N Z J Surg.  1992,PMID:1372498,1372498
[Sixty-one cases of acute obstructions of the colon caused by cancer. Indications for emergency surgery].,"Guivarc'h M, Boche O, Roullet-Audy JC, Mosnier H.",Ann Chir.  1992,PMID:1605554,1605554
[Salvage radiotherapy in postoperative recurrences of rectal and rectosigmoid carcinomas].,"Gardani G, Valvo F, Lozza L, Tana S, Zucali R.",Radiol Med.  1991,PMID:1788440,1788440
"[Surgical management of acute, malignant obstruction of the left colon with colostomy].","de Almeida AM, Gracias CW, dos Santos NM, Aldeia FJ.",Acta Med Port.  1991,PMID:1785365,1785365
True and false large bowel obstruction.,"Farmer KC, Phillips RK.",Baillieres Clin Gastroenterol.  1991,PMID:1932830,1932830
Multiple primary colorectal adenocarcinomas: cytometric DNA ploidy patterns and histopathologic features.,"Magnusson I, Falkmer UG, Nilsson R.",Dis Colon Rectum.  1991,PMID:1914748,1914748
Life-threatening hematochezia from a rectosigmoid vascular malformation in Klippel-Trenaunay syndrome: long-term palliation using an argon laser.,Azizkhan RG.,J Pediatr Surg.  1991,PMID:1719183,1719183
Anatomic distribution of colonic cancers in middle-class black Americans.,"Cordice JW Jr, Johnson H Jr.",J Natl Med Assoc.  1991,PMID:1956086 | PMCID:PMC2627127,1956086
Obstructing carcinoma of the left colon: treatment by extended right hemicolectomy.,"Antal SC, Kovacs ZG, Feigenbaum V, Engelberg M.",Int Surg.  1991,PMID:1938204,1938204
Clinical course and long-term prognosis of Japanese patients with ulcerative colitis.,"Hiwatashi N, Yamazaki H, Kimura M, Morimoto T, Watanabe H, Toyota T.",Gastroenterol Jpn.  1991,PMID:1889689,1889689
Unusual gastrointestinal complications of interleukin-2 therapy.,"Rahman R, Bernstein Z, Vaickus L, Penetrante R, Arbuck S, Kopec I, Vesper D, Douglass HO Jr, Foon KA.",J Immunother (1991).  1991,PMID:1868046,1868046
[The surgical treatment of obstructive cancers of the left colon. Apropos of a series of 66 cases].,"Jamart J, Detry R, Vandenabeele M, Kestens PJ.",Acta Chir Belg.  1991,PMID:2068875,2068875
Modified Kraske approach for disease of the mid-rectum.,"Sweeney WB, Deshmukh N.",Am J Gastroenterol.  1991,PMID:1986557,1986557
[Indications and results of hepatic transplantation for cancer].,"Launois B, Messner M, Campion JP, Deugnier Y, Lebeau G, Meunier B, Bourdonnec P, Jamieson GG.",Ann Chir.  1991,PMID:2064297,2064297
[Bladder replacement with sigmoid colon for bladder cancer].,"Nishimura N, Suzu H, Yushita Y, Yamashita S, Kanetake H, Saito Y, Sakuragi T.",Nihon Hinyokika Gakkai Zasshi.  1991,PMID:2046199,2046199
[Locally disseminated cancer of the sigmoid colon].,"Vorob'ev GI, Salamov KN, Zhuchenko AP, Shamsiev GKh, Korniak BS.",Vopr Onkol.  1991,PMID:1842645,1842645
[Surgical treatment of sigmoid diverticulitis].,Vayre P.,J Chir (Paris).  1990,PMID:2269692,2269692
Long-term results of surgical resection of locally advanced colorectal carcinoma.,"Eisenberg SB, Kraybill WG, Lopez MJ.",Surgery.  1990,PMID:2218891,2218891
Independent prognostic value of ploidy in colorectal cancer. A prospective study using image cytometry.,"Albe X, Vassilakos P, Helfer-Guarnori K, Givel JC, de Quay N, Suardet L, Eliason JF, Odartchenko N.",Cancer.  1990,PMID:2400968,2400968
Operative technique for carcinoma of the oesophagus after distal subtotal gastrectomy: a new method using the residual stomach to reconstruct the alimentary tract.,"Lu SJ, Chen BX.",Aust N Z J Surg.  1990,PMID:2396950,2396950
Cecal carcinoma: a different colon malignancy?,"Leenen LP, Wobbes T, Hoekstra HJ, van der Werken C.",J Surg Oncol.  1990,PMID:2370800,2370800
[A clinical study of 76 cases in carcinoma of the colon and rectum with metastasis to the peri-aortic lymph nodes. With particular reference to the skip metastasis in carcinoma of the sigmoid colon to the peri-aortic lymph nodes].,"Machiki Y, Azekura K, Ohta H, Ueno M, Nishi M, Katoh Y, Yanagisawa A.",Nihon Geka Gakkai Zasshi.  1990,PMID:2398878,2398878
Operative and functional results of total mesorectal excision with ultra-low anterior resection in the management of carcinoma of the lower one-third of the rectum.,"McAnena OJ, Heald RJ, Lockhart-Mummery HE.",Surg Gynecol Obstet.  1990,PMID:1693016,1693016
Large bowel cancer in the young adult.,"Yong CK, Ng BK.",Ann Acad Med Singapore.  1990,PMID:2152549,2152549
Carcinoma of the caecum.,"Armstrong CP, Ahsan Z, Hinchley G, Brodribb AJ.",J R Coll Surg Edinb.  1990,PMID:2355383,2355383
Surgical treatment of symptomatic colorectal endometriosis.,"Coronado C, Franklin RR, Lotze EC, Bailey HR, Valdés CT.",Fertil Steril.  1990,PMID:2307243,2307243
[A large scale cohort study on the effect of life styles on the risk of cancer by each site].,Hirayama T.,Gan No Rinsho.  1990,PMID:2313877,2313877
[Use of the colon for esophageal substitution. Mortality and morbidity. Report of 105 cases].,"Gossot D, Azoulay D, Piriou P, Sarfati E, Celerier M.",Gastroenterol Clin Biol.  1990,PMID:2289673,2289673
[Differential surgical treatment of ileus of the large intestine].,"Gebhardt C, Schultheis KH, Ott R.",Zentralbl Chir.  1990,PMID:2346058,2346058
[A clinicopathological study on colonic carcinomas arising from right side colon].,"Don XX, Mai M, Ogino T.",Gan No Rinsho.  1989,PMID:2554008,2554008
[Emergency operations in colorectal cancer].,"Funariu G, Chirileanu T, Acalovschi I, Părăian I, Gheorghiu S.",Rev Chir Oncol Radiol O R L Oftalmol Stomatol Chir.  1989,PMID:2484220,2484220
Completely obstructive colorectal cancer.,"Kaufman Z, Eiltch E, Dinbar A.",J Surg Oncol.  1989,PMID:2755139,2755139
On-table colonic irrigation in the treatment of left-sided large-bowel emergencies.,"Gramegna A, Saccomani G.",Dis Colon Rectum.  1989,PMID:2737058,2737058
Proximal colostomy: still an effective emergency measure in obstructing carcinoma of the large bowel.,"Gutman M, Kaplan O, Skornick Y, Greif F, Kahn P, Rozin RR.",J Surg Oncol.  1989,PMID:2747248,2747248
[Esophagectomy for esophageal cancer excluding cardial involvement. Analysis of 40 cases].,"Hernández Lizoáin JL, Zornoza G, Chamorro A, Ahenke A, Albiach M, Voltas J.",Rev Med Univ Navarra.  1989,PMID:2489263,2489263
Colorectal neodymium-YAG photoablative therapy. Comparing applications and complications on both sides of the peritoneal reflection.,"Low DE, Kozarek RA, Ball TJ, Patterson DJ, Hill LD.",Arch Surg.  1989,PMID:2786403,2786403
Complications of colostomies.,"Porter JA, Salvati EP, Rubin RJ, Eisenstat TE.",Dis Colon Rectum.  1989,PMID:2924670,2924670
[Extended surgery of renal cell carcinoma--its significance and limitation].,"Homma Y, Aso Y.",Gan To Kagaku Ryoho.  1989,PMID:2730013,2730013
Combined neutron-photon-therapy of locally recurrent rectosigmoidal tumors.,"Engenhart R, Kimmig B, Marin-Grez M, Höver KH, Flentje M, zum Winkel K.",Strahlenther Onkol.  1989,PMID:2711344,2711344
Obstructing carcinoma of the left colon managed by subtotal colectomy.,"Wilson RG, Gollock JM.",J R Coll Surg Edinb.  1989,PMID:2709353,2709353
[Total pelvic exenteration. Apropos of 49 cases].,"Ranieri J, Tilliard JP.",Chirurgie.  1989,PMID:2676419,2676419
[Acute left colonic obstruction of neoplastic origin. Study of a series of 128 cases].,"Barth X, Landrivon A, Repellin P, Dargent J, Spay G, Lombard-Platet R.",Chirurgie.  1989,PMID:2636077,2636077
[Treatment of acute obstruction due to left colonic cancer].,"Malafosse M, Goujard F, Gallot D, Sezeur A.",Chirurgie.  1989,PMID:2636074,2636074
[Must we reject primary colostomy in left colonic obstruction caused by cancer?].,"Parc R, Bouteloup PY, Kartheuser A.",Chirurgie.  1989,PMID:2636071,2636071
[Emergency surgery of left colonic occlusion].,"Guivarc'h M, Boche O, Roullet-Audy JC, Mosnier H.",Chirurgie.  1989,PMID:2636069,2636069
[Colonic cancer. Indications and results apropos of a continuous series of 223 patients].,"Dumeige F, Hermieu JF, Molinié C, André JL, Denée JM, Baranger B, Elbaz P, Mathonière E.",Chirurgie.  1989,PMID:2612272,2612272
[Metachronous double carcinoma of the large intestine].,"Schütter FW, Klein M, Gomez y Hamacher H.",Dtsch Med Wochenschr.  1988,PMID:3181011,3181011
Adenocarcinoma of the colon and rectum: a report on 624 cases.,"Bloem RM, Zwaveling A, Stijnen T.",Neth J Surg.  1988,PMID:3068581,3068581
No-touch isolation technique in colon cancer: a controlled prospective trial.,"Wiggers T, Jeekel J, Arends JW, Brinkhorst AP, Kluck HM, Luyk CI, Munting JD, Povel JA, Rutten AP, Volovics A, et al.",Br J Surg.  1988,PMID:3292002,3292002
"Colorectal cancer. Dukes' stage, tumor site, preoperative plasma CEA level, and patient prognosis related to tumor DNA ploidy pattern.","Scott NA, Wieand HS, Moertel CG, Cha SS, Beart RW, Lieber MM.",Arch Surg.  1987,PMID:3689111,3689111
Tumor characteristics in colorectal cancer and their relationship to treatment and prognosis.,"Bjerkeset T, Morild I, Mørk S, Søreide O.",Dis Colon Rectum.  1987,PMID:3691264,3691264
Emergency subtotal colectomy for obstructing carcinoma of the left colon.,"Halevy A, Ponczek M, Orda R.",J Surg Oncol.  1987,PMID:3613592,3613592
"Colorectal cancer: Lahey Clinic experience, 1972-1976. An analysis of prognostic indicators.","de Leon ML, Schoetz DJ Jr, Coller JA, Veidenheimer MC.",Dis Colon Rectum.  1987,PMID:3829870,3829870
Late development of metachronous colorectal cancer.,"Luchtefeld MA, Ross DS, Zander JD, Folse JR.",Dis Colon Rectum.  1987,PMID:3829860,3829860
Diverticular disease of the cecum and ascending colon. A review of 881 cases.,"Sardi A, Gokli A, Singer JA.",Am Surg.  1987,PMID:3099619,3099619
One-stage operation for obstructing carcinomas of the left colon and rectum.,"Feng YS, Hsu H, Chen SS.",Dis Colon Rectum.  1987,PMID:3803103,3803103
[Surgical therapy of tumor-induced ileus of the large intestine].,"Kiene S, Walter F.",Zentralbl Chir.  1987,PMID:3296558,3296558
[Emergency surgery in colonic obstructions. Retrospective study of 70 cases].,"Bresler L, Braun E, Debs A, Boissel P, Grosdidier J.",J Chir (Paris).  1986,PMID:3805181,3805181
[Cancers of the left colon with occlusion. Treatment by subtotal colectomy with immediate ileo-sigmoid anastomosis].,"Samama G, Brefort JL, Faure A, Girard A.",Presse Med.  1986,PMID:2949230,2949230
[Diastatic perforations of the colon of neoplastic origin. Apropos of 15 cases].,"Renoux B, Herbault GF, Jean E.",J Chir (Paris).  1986,PMID:3611221,3611221
An analysis of survival and treatment failure following abdominoperineal and sphincter-saving resection in Dukes' B and C rectal carcinoma. A report of the NSABP clinical trials. National Surgical Adjuvant Breast and Bowel Project.,"Wolmark N, Fisher B.",Ann Surg.  1986,PMID:3532972 | PMCID:PMC1251324,3532972
Colorectal and extracolonic malignancy in ulcerative colitis.,"Mir-Madjlessi SH, Farmer RG, Easley KA, Beck GJ.",Cancer.  1986,PMID:3742475,3742475
Obstructing malignant lesions of the colon.,"Fitchett CW, Hoffman GC.",Surg Clin North Am.  1986,PMID:3738701,3738701
Prognostic indicators of colon tumors. The Gastrointestinal Tumor Study Group experience.,"Steinberg SM, Barkin JS, Kaplan RS, Stablein DM.",Cancer.  1986,PMID:3485470,3485470
[Endoscopic excision of malignant colorectal polyps. Study of a series of 82 cases].,"Barthélémy C, Etaix JP, Audigier JC, Fraisse H.",Ann Gastroenterol Hepatol (Paris).  1986,PMID:3963741,3963741
[Colorectal carcinoma in persons under 40 years of age].,"Wagner HE, Nöthiger F.",Schweiz Med Wochenschr.  1985,PMID:4081700,4081700
Primary resection with colocolostomy for obstructive carcinoma of the left side of the colon.,"Amsterdam E, Krispin M.",Am J Surg.  1985,PMID:4061734,4061734
Urban-rural difference in the trend of colo-rectal cancer mortality with special reference to the subsites of colon cancer in Japan.,"Tajima K, Hirose K, Nakagawa N, Kuroishi T, Tominaga S.",Jpn J Cancer Res.  1985,PMID:3930449,3930449
Untreated colorectal cancer in a community hospital.,Johnson H Jr.,J Surg Oncol.  1985,PMID:4079400,4079400
The results of 1115 patients with colorectal cancer treated over an 8-year period in a single hospital.,"Stower MJ, Hardcastle JD.",Eur J Surg Oncol.  1985,PMID:4007169,4007169
Experience with 1000 colonoscopic polypectomies.,"Webb WA, McDaniel L, Jones L.",Ann Surg.  1985,PMID:3873221 | PMCID:PMC1250775,3873221
Management of obstructing carcinoma of the left colon by extended right hemicolectomy.,"Morgan WP, Jenkins N, Lewis P, Aubrey DA.",Am J Surg.  1985,PMID:3976987,3976987
Immediate colectomy and primary anastomosis for acute obstruction due to carcinoma of the left colon and rectum.,"White CM, Macfie J.",Dis Colon Rectum.  1985,PMID:3971819,3971819
[Colonic cancers. Results of surgical treatment and prognosis. 579 cases].,"Moreaux J, Catala M.",Presse Med.  1985,PMID:3157145,3157145
[Current aspects of the surgical treatment of colonic ileus caused by stenosing colonic carcinoma].,"Wedell J, Banzhaf G, Meier zu Eissen P, Meier zu Eissen J, van Calker H, Castrup W.",Langenbecks Arch Chir.  1985,PMID:4021668,4021668
[Studies on the results of operations for carcinoma of the sigmoid colon].,"Ouchi A, Sakuma A, Sugawara T, Kawakami K, Shiiba K, Ebina N, Shimizu F, Ito H, Sato T.",Gan No Rinsho.  1984,PMID:6481962,6481962
Oral administration of BCG as a local immunotherapy of gastrointestinal cancer.,"Eriguchi M, Fujii G.",J Surg Oncol.  1984,PMID:6738056,6738056
[Carcinoma of the colon. Results of surgical therapy].,"Schweiger M, Gall FP, Hermanek PJ Jr, Knoch M.",Fortschr Med.  1984,PMID:6714901,6714901
Esophageal carcinoma with respiratory tract fistula.,"Little AG, Ferguson MK, DeMeester TR, Hoffman PC, Skinner DB.",Cancer.  1984,PMID:6198068,6198068
[Cecostomy in acute obstructive carcinoma of the left hemicolon].,"Søndergaard JO, Lou-Møller P, Lauritsen KB.",Ugeskr Laeger.  1984,PMID:6701974,6701974
Obstructing left-sided colon carcinoma. Appraisal of surgical options.,"Crooms JW, Kovalcik PJ.",Am Surg.  1984,PMID:6691627,6691627
Tube cecostomy and staged resection for obstructing carcinoma of the left colon.,"Hoffmann J, Jensen HE.",Dis Colon Rectum.  1984,PMID:6690261,6690261
[Our experience with emergency surgery in cancer of the large intestine].,Di Natale I.,Chir Ital.  1983,PMID:6680883,6680883
[Familial cancer of the colon without polyposis and the familial cancer syndrome. Apropos of 2 cases over 3 generations].,"Poissonnier M, Andrieu J, Gardon JD, Saint-Martin JL, Gruyer P, Martignon C.",J Genet Hum.  1983,PMID:6663287,6663287
[Surgical tactics (cecostomy or artificial anus?) in colonic cancer complicated by acute intestinal obstruction].,"Topuzov EG, Mel'nikov RA.",Vestn Khir Im I I Grek.  1983,PMID:6670155,6670155
Adjuvant postoperative radiation therapy for colorectal carcinoma above the peritoneal reflection. II. Antimesenteric wall ascending and descending colon and cecum.,Kopelson G.,Cancer.  1983,PMID:6861101,6861101
Omphalomesenteric duct cysts of the umbilical cord.,"Heifetz SA, Rueda-Pedraza ME.",Pediatr Pathol.  1983,PMID:6687283,6687283
Trends in right and left-sided colon cancer.,"Beart RW, Melton LJ 3rd, Maruta M, Dockerty MB, Frydenberg HB, O'Fallon WM.",Dis Colon Rectum.  1983,PMID:6851801,6851801
One-stage subtotal colectomy with anastomosis for obstructing carcinoma of the left colon.,"Deutsch AA, Zelikovski A, Sternberg A, Reiss R.",Dis Colon Rectum.  1983,PMID:6839890,6839890
An argument for increased use of subtotal colectomy in the management of carcinoma of the colon.,"Brief DK, Brener BJ, Goldenkranz R, Alpert J, Yalof I, Parsonnet V.",Am Surg.  1983,PMID:6824243,6824243
[Role of the architectonic variants of the left colon vessels in the determination of the volume of radical surgery in sigmoid cancer].,"Akinchev SL, Silin BN.",Vestn Khir Im I I Grek.  1983,PMID:6845583,6845583
Colorectal cancer obstruction: a challenge to improve prognosis.,Turunen MJ.,Ann Chir Gynaecol.  1983,PMID:6666993,6666993
Regional management of liver metastases. II.,Lee YT.,Cancer Invest.  1983,PMID:6365271,6365271
